example_id,dataset_type,response,accuracy,g_nll,average_nll,perplexity,avg_token_probability,sequence_length
wh_2414--73/73_48566.txt#0_0,short,Tiny Tim,1.0,2.947632819414139,1.4738164097070694,4.365865317872675,0.4038886021955225,2
sfq_11783--191/191_1732943.txt#0_1,short,chess,1.0,0.12315324693918228,0.12315324693918228,1.1310577388034446,0.8841281622438729,1
qg_2887--Lacrosse.txt#0_0,short,lacrosse stick,1.0,0.3372591880252003,0.11241972934173343,1.1189824318512769,0.9018682119447079,3
sfq_16267--E._L._James.txt#0_2,short,grey,0.0,0.3573966920375824,0.3573966920375824,1.4296028694595466,0.6994949586090607,1
jp_2940--195/195_1424532.txt#0_1,short,giant,0.0,0.25166556239128113,0.25166556239128113,1.2861658231266508,0.7775047214122158,1
qb_5499--156/156_419027.txt#0_0,short,jennifer lopos,1.0,5.723758948282921,1.1447517896565842,3.141661467183165,0.6019600847744464,5
sfq_9644--123/123_186355.txt#0_2,short,iron,1.0,0.0013740155845880508,0.0013740155845880508,1.0013749599764883,0.9986269279426354,1
qb_637--10/10_282457.txt#0_0,short,tiffany,1.0,0.028558790028910153,0.014279395014455076,1.014381832576834,0.9859215828413761,2
qw_11443--84/84_2975478.txt#0_0,short,peach,0.0,4.34289401944261,2.171447009721305,8.77096653652416,0.5062058669673694,2
jp_742--32/32_1368333.txt#0_2,short,allen,0.0,4.812769412994385,4.812769412994385,123.07198314259182,0.008125326125942044,1
wh_3212--72/72_800524.txt#0_2,short,the left book club,1.0,1.0912114157690667,0.27280285394226667,1.313641240102936,0.8338960200267175,4
qb_1502--134/134_2618044.txt#0_0,short,bats,1.0,0.03005516342818737,0.03005516342818737,1.0305113789260683,0.9703920019225161,1
qb_2774--81/81_303935.txt#0_0,short,funny folks,0.0,1.31150104579865,0.43716701526621665,1.5483146476461849,0.6899385430439909,3
bb_1997--80/80_876537.txt#0_1,short,five pointed star,1.0,2.148580383043736,0.7161934610145787,2.046627795767506,0.5765016609420265,3
bt_1811--193/193_2452704.txt#0_1,short,vince,0.0,3.453716702759266,1.726858351379633,5.622960763234079,0.5065878483834156,2
sfq_5662--54/54_415167.txt#0_2,short,puck,1.0,0.04865974606946111,0.024329873034730554,1.0246282593820575,0.9761188390321431,2
odql_4122--97/97_2155160.txt#0_1,short,battle of la belle alliance,0.0,0.8117691071602167,0.16235382143204333,1.1762763594868881,0.8777492720218507,5
sfq_16378--17/17_461209.txt#0_0,short,john dryden,0.0,0.18892746278243067,0.06297582092747689,1.0650010881814402,0.9423935079778539,3
qz_4241--129/129_203139.txt#0_0,short,dai green,0.0,2.5724565982818604,0.8574855327606201,2.3572260678979955,0.5198161513101361,3
sfq_9677--35/35_1731921.txt#0_0,short,stalingrad,1.0,0.35031944504498824,0.11677314834832941,1.1238644502635822,0.901485969437387,3
sfq_11145--8/8_2764204.txt#0_0,short,parking meter,1.0,0.18785597383975983,0.09392798691987991,1.0984806380946075,0.9108939486234292,2
sfq_13406--148/148_983957.txt#0_0,short,paul gauguin,1.0,0.03397089277802934,0.008492723194507334,1.0085288886767811,0.9915945549562906,4
sfq_2528--156/156_1523996.txt#0_1,short,las vegas,0.0,0.21248290460789576,0.10624145230394788,1.112090360871973,0.9042284743805692,2
qf_2575--20/20_3214656.txt#0_0,short,meteor,0.0,0.03729324787855148,0.03729324787855148,1.0379973667373192,0.9633935807980378,1
qf_478--194/194_393733.txt#0_1,short,james cameron,1.0,0.06087630846650427,0.02029210282216809,1.0204993872454549,0.9802316015559476,3
qf_3745--59/59_2512300.txt#0_2,short,w somerset maugham,0.0,2.260408198375444,0.3767346997292407,1.4575175782654104,0.7746868829218633,6
qf_1492--14/14_2475412.txt#0_0,short,at the alamo,1.0,1.142461818870288,0.285615454717572,1.3305806883332325,0.8275194285521745,4
jp_1391--61/61_1385217.txt#0_1,short,monotremes,0.0,0.03362580201610399,0.011208600672034663,1.0112716523901888,0.9889032230908121,3
qz_2787--60/60_167773.txt#0_2,short,la toya,1.0,0.05651683546420827,0.01883894515473609,1.0190175176920893,0.9814786050717119,3
qw_9299--131/131_1223632.txt#0_1,short,thor,1.0,0.0694378986954689,0.0694378986954689,1.071905492408375,0.9329180670146426,1
bb_6957--37/37_265768.txt#0_0,short,40,1.0,0.017321198800345883,0.008660599400172941,1.008698210892104,0.991410610642825,2
bt_1811--193/193_2452704.txt#0_2,short,van gogh,1.0,0.030510157273965888,0.010170052424655296,1.0102219431691601,0.9899211160604806,3
qg_3088--142/142_2565750.txt#0_1,short,tigon,0.0,0.09267380554229021,0.046336902771145105,1.0474272326575509,0.9555010287823873,2
sfq_80--166/166_2439219.txt#0_0,short,angela rippon,1.0,0.008122477787708249,0.002030619446927062,1.0020326825508195,0.9979774054558157,4
qb_9469--195/195_527460.txt#0_2,short,lilac,1.0,0.09418383287265897,0.047091916436329484,1.0482183531473026,0.9550294388647373,2
jp_1414--178/178_269111.txt#0_1,short,bush fires,0.0,6.12580536538735,3.062902682693675,21.389554228475376,0.4994785112949404,2
qb_8182--60/60_558286.txt#0_0,short,smell,1.0,0.049424223601818085,0.049424223601818085,1.050665973515088,0.9517772776579212,1
qw_5549--67/67_1155062.txt#0_1,short,weft,0.0,2.1099517185939476,1.0549758592969738,2.871905823238906,0.5602423862531134,2
qw_1265--47/47_2693885.txt#0_1,short,jules verne,1.0,0.42031198709150885,0.10507799677287721,1.1107972455775035,0.9100480731070051,4
dpql_3600--123/123_649287.txt#0_1,short,tara king,1.0,0.055907346089952625,0.01863578202998421,1.018810511937698,0.9816900504002679,3
qz_5877--148/148_240409.txt#0_2,short,tartar,1.0,0.6486141681648405,0.32430708408242026,1.3830719612980296,0.7613843609656651,2
qw_15440--126/126_2983047.txt#0_0,short,rising fast,0.0,0.4914291850582231,0.24571459252911154,1.278534618131911,0.8058326437281451,2
qf_3129--69/69_2501904.txt#0_0,short,tom hanks,1.0,0.05070996728318278,0.01690332242772759,1.0170469919380782,0.9835137884016146,3
bt_615--93/93_253274.txt#0_1,short,eddie,1.0,0.026583724655210972,0.013291862327605486,1.0133805918205743,0.986878962536961,2
qb_7241--59/59_280648.txt#0_2,short,mars,1.0,0.008503420278429985,0.008503420278429985,1.0085396770526436,0.9915326315394948,1
sfq_18907--144/144_1890291.txt#0_2,short,canale,0.0,1.1933012008666992,0.5966506004333496,1.8160260057679187,0.5777290260612244,2
bt_1509--135/135_2390355.txt#0_0,short,bean bag toss,0.0,1.2622922054724768,0.4207640684908256,1.5231248828617794,0.7450102257562472,3
bt_2235--118/118_319041.txt#0_0,short,surtsey,1.0,1.1411130001069978,0.38037100003566593,1.4628271977166807,0.7724810399383188,3
bb_4368--85/85_456496.txt#0_2,short,hindi,1.0,4.484057433903217,2.2420287169516087,9.41240704096747,0.48866917381785246,2
qg_2063--191/191_3215408.txt#0_0,short,function,1.0,0.005674681626260281,0.005674681626260281,1.0056908131313234,0.9943413889666503,1
jp_3026--138/138_366909.txt#0_2,short,insects,0.0,0.04700924828648567,0.04700924828648567,1.048131702457091,0.9540785739575877,1
bb_200--50/50_834132.txt#0_2,short,goldtrail,1.0,0.009609594329958782,0.004804797164979391,1.0048163587124246,0.9952166397675217,2
sfq_2820--42/42_1531177.txt#0_1,short,Ali MacGraw,1.0,2.870082766177802,0.7175206915444505,2.049345946068354,0.7371225415422382,4
odql_7759--63/63_1347430.txt#0_0,short,robert,0.0,0.05093517154455185,0.05093517154455185,1.0522546750266657,0.9503402776278077,1
qw_2021--84/84_31075.txt#0_1,short,gagarin,1.0,0.27758748083442697,0.09252916027814233,1.0969451283189788,0.9138315678952535,3
qf_1103--13/13_2468995.txt#0_2,short,lucille ball,1.0,0.03828571463236585,0.012761904877455285,1.0128436855074177,0.9874283513778259,3
qw_7276--142/142_1187158.txt#0_1,short,china,1.0,1.1367106437683105,1.1367106437683105,3.1165002072520633,0.3208727526065971,1
wh_1706--59/59_2662426.txt#0_0,short,jarhead,1.0,0.015066083517467632,0.007533041758733816,1.0075614864980798,0.99252340233228,2
qb_5952--33/33_419470.txt#0_1,short,3600,1.0,0.07334165871725418,0.02444721957241806,1.0247485030156618,0.9764040684351939,3
sfq_4557--72/72_1569959.txt#0_0,short,air traffic controller,1.0,1.799427853547968,0.5998092845159894,1.8217713272568743,0.7178610543216228,3
sfq_26163--17/17_422703.txt#0_0,short,ping pong,0.0,0.08203610545024276,0.04101805272512138,1.0418709139849294,0.9604844314943738,2
sfq_5913--103/103_1600716.txt#0_1,short,hard times,1.0,0.002540657762438059,0.0012703288812190294,1.0012711360907232,0.998730886439514,2
odql_1809--193/193_609132.txt#0_0,short,calorie,0.0,4.095853805541992,4.095853805541992,60.0906229680462,0.01664153158358435,1
sfq_22957--6/6_1623582.txt#0_1,short,caravaggio,0.0,0.0195352013390675,0.006511733779689166,1.006532981212269,0.9935511360287731,3
bt_1031--61/61_537330.txt#0_0,short,jim hacker,1.0,0.9285671412944794,0.4642835706472397,1.5908740316619905,0.6367181073053112,2
odql_8256--23/23_225768.txt#0_0,short,2004,1.0,0.0019129658676320105,0.0006376552892106702,1.0006378586345637,0.9993626575812193,3
jp_1299--110/110_771432.txt#0_1,short,extrusive,0.0,0.6779618858590766,0.3389809429295383,1.4035165980431625,0.7538223890636104,2
qf_2195--13/13_325145.txt#0_2,short,andre agassi,1.0,0.14939270586819475,0.04979756862273158,1.0510583076583855,0.9535480321666475,3
qb_1400--176/176_304165.txt#0,short,a. hailey,1.0,9.529192268818406,2.3822980672046015,10.829761809675501,0.42430083370067234,4
sfq_24400--153/153_1526690.txt#0_0,short,carousel,1.0,0.1877143681049347,0.1877143681049347,1.2064888544310066,0.8288514198265106,1
odql_9310--183/183_763371.txt#0_0,short,tesco,1.0,0.015739412976017775,0.007869706488008887,1.0079007540196594,0.9921918853887501,2
dpql_3467--85/85_645957.txt#0_1,short,willie nelson,1.0,0.22475868072592675,0.05618967018148169,1.0577982975058438,0.9474690799205328,4
tb_1113--48/48_567125.txt#0_1,short,man,1.0,0.008164010010659695,0.008164010010659695,1.008197426415774,0.991869225013878,1
sfq_18732--23/23_1886509.txt#0_0,short,spiez,0.0,0.7119055630173534,0.3559527815086767,1.427540140380676,0.7452861834400093,2
bb_5507--150/150_954054.txt#0_1,short,neon,1.0,0.004549865610897541,0.004549865610897541,1.004560231965313,0.995460469347476,1
odql_12482--151/151_684649.txt#0_2,short,philippines,1.0,0.3228824734687805,0.3228824734687805,1.3811030251192244,0.7240589455038479,1
qb_7146--4/4_464898.txt#0_0,short,roshi,1.0,0.0863372600870207,0.04316863004351035,1.0441139489868345,0.9586350922325235,2
qb_8955--114/114_513485.txt#0_0,short,james mason,1.0,0.03137762270489475,0.010459207568298249,1.0105140962769998,0.9896342257644388,3
jp_1630--10/10_1391268.txt#0_1,short,bobby fischer,1.0,0.18588597747293534,0.046471494368233834,1.0475682170490728,0.9575138746303223,4
bb_5116--124/124_2680471.txt#0_0,short,splitting,0.0,0.1411260962486267,0.1411260962486267,1.151569847467794,0.8683798053578049,1
odql_7016--55/55_1322268.txt#0_0,short,1960,0.0,0.08392337251643767,0.027974457505479222,1.02836941696576,0.9726109513896598,3
bb_3301--62/62_294292.txt#0_1,short,thor,1.0,0.06541314721107483,0.06541314721107483,1.067600009248451,0.9366803965316197,1
sfq_22949--160/160_1977438.txt#0_1,short,millemiglia,0.0,0.8621965052734595,0.28739883509115316,1.3329557369963823,0.7880270043446377,3
qz_1958--123/123_146775.txt#0_1,short,hair and fur,0.0,1.435817095800303,0.478605698600101,1.613822677547781,0.72141459151196,3
dpql_2287--128/128_614230.txt#0_0,short,braffin,0.0,2.9674214015103644,0.9891404671701215,2.6889222618201614,0.6833424655366098,3
odql_4611--0/0_1366344.txt#0_0,short,babylon,1.0,0.16067947819828987,0.08033973909914494,1.0836551651724613,0.9232694541618862,2
jp_3304--119/119_1433184.txt#0_0,short,clavicle,0.0,0.8588728295144392,0.28629094317147974,1.3314797838553294,0.8077901826350932,3
odql_6502--195/195_349954.txt#0_0,short,trumpet,1.0,0.008140125311911106,0.008140125311911106,1.0081733462115403,0.9918929157944378,1
jp_2490--7/7_1413067.txt#0_0,short,charles darwin,1.0,0.036793894681068195,0.009198473670267049,1.0092409096447967,0.9909646416723762,4
qw_5145--123/123_1138870.txt#0_1,short,rowing,1.0,0.03084343997761607,0.015421719988808036,1.015541248366445,0.9848122968794764,2
bb_3805--121/121_2943039.txt#0_2,short,coconut shy,0.0,0.04528878442943096,0.02264439221471548,1.0229027226912204,0.9776108689658342,2
tc_1968--49/49_57917.txt#0_2,short,drag show,0.0,1.46624456346035,0.733122281730175,2.081569719089444,0.5389585895602407,2
bb_1080--112/112_854470.txt#0_0,short,peppers,1.0,0.4727100729942322,0.4727100729942322,1.6043361751578542,0.62331075960536,1
qw_597--13/13_1061577.txt#0_2,short,pygmalian,0.0,2.4346321299672127,0.8115440433224043,2.251381534957094,0.5314624028416965,3
qb_2850--83/83_346130.txt#0_1,short,the times,1.0,0.13275480226729997,0.06637740113364998,1.0686299432242468,0.9378246335162121,2
qw_4081--32/32_1128800.txt#0_0,short,germany,1.0,0.026583611965179443,0.026583611965179443,1.0269401081526974,0.9737666218907757,1
bt_2066--111/111_2841537.txt#0_2,short,the Hindenburg,1.0,2.582704989472404,0.8609016631574681,2.365292429547897,0.5946427922458618,3
qz_5143--23/23_1663094.txt#0_1,short,algeria,0.0,0.5999253682866765,0.1999751227622255,1.2213723734112825,0.8495783467912554,3
bb_3732--157/157_915760.txt#0_0,short,Project Glass,1.0,2.7478062212467194,1.3739031106233597,3.9507408197172236,0.4958038386929828,2
qg_2413--135/135_2861641.txt#0_1,short,machu picchu,1.0,0.15438843877564068,0.03859710969391017,1.0393516545784887,0.9639551167534735,4
wh_2204--68/68_777602.txt#0_0,short,paddy ashdown,1.0,0.2805683596483277,0.07014208991208193,1.072660584674636,0.9386846333403487,4
sfq_10516--89/89_1704034.txt#0_0,short,jack wilshere,1.0,0.16628383786860468,0.04157095946715117,1.0424471307199759,0.9615673583133484,4
dpql_3579--194/194_311741.txt#0_1,short,the owl,0.0,1.687043309211731,0.8435216546058655,2.3245388019409896,0.46052344226558073,2
dpql_5497--118/118_700447.txt#0_0,short,#JeSuisCharlie,1.0,0.4252613253684103,0.08505226507368206,1.088773970063125,0.927643852587362,5
tc_3129--45/45_95047.txt#0_1,short,jupiter,0.0,0.6543077222813736,0.3271538611406868,1.3870148684533785,0.7598915053602209,2
qg_4076--107/107_3215880.txt#0_2,short,sesame street,1.0,0.022586396415135823,0.011293198207567912,1.0113572070985433,0.9888322569637036,2
qb_8140--128/128_491508.txt#0_1,short,star,0.0,1.4554005861282349,1.4554005861282349,4.286200114054911,0.23330688567733748,1
odql_4941--169/169_781368.txt#0_2,short,felix,1.0,0.23311196267604828,0.11655598133802414,1.123620410480584,0.8960324434276361,2
qf_1776--73/73_1938527.txt#0_2,short,anthony joshua,1.0,0.3080462145952083,0.061609242919041664,1.0635466751261673,0.9455977577827103,5
sfq_19473--126/126_273221.txt#0_0,short,uranus,1.0,0.03978126123547554,0.03978126123547554,1.0405831334273752,0.9609996240341642,1
qb_8937--45/45_513006.txt#0_0,short,tanger med,0.0,1.4652746617781531,0.4884248872593844,1.6297471616899648,0.6986333737268402,3
dpql_3949--142/142_1672963.txt#0_1,short,kipps,1.0,0.06605951779022234,0.022019839263407448,1.022264065235322,0.9786685977136044,3
qw_2956--145/145_1107670.txt#0_1,short,surrealism,0.0,0.8938364882342285,0.4469182441171142,1.5634864698443627,0.7044998145642003,2
tc_2506--24/24_75775.txt#0_0,short,finland,0.0,0.007187730623172683,0.0035938653115863417,1.003600330988796,0.9964190038814986,2
sfq_22883--94/94_491081.txt#0_2,short,marc,1.0,0.3389036953449249,0.3389036953449249,1.4034081839634156,0.7125510677697945,1
dpql_5156--28/28_691416.txt#0_2,short,istanbul,1.0,0.0034356906144239474,0.0011452302048079825,1.001145886231329,0.9988565674730321,3
wh_1415--64/64_759730.txt#0_0,short,the colossus of rhodes,1.0,1.1464001353924687,0.1637714479132098,1.177945062522612,0.8772394365024628,7
wh_2443--99/99_783232.txt#0_2,short,china,1.0,0.013297210447490215,0.013297210447490215,1.0133860115159607,0.9867908068950586,1
bb_6162--31/31_932368.txt#0_1,short,Thank you,1.0,1.673023629002273,0.8365118145011365,2.3083011348374742,0.5886725676503273,2
qb_7238--11/11_75755.txt#0_0,short,moscow,1.0,0.006150785367935896,0.003075392683967948,1.0030801265556424,0.9969321780528516,2
sfq_18399--42/42_156375.txt#0_0,short,spain,0.0,5.441743969905474,2.720871984952737,15.19356503044493,0.5021635277766548,2
qw_8714--28/28_287982.txt#0_0,short,fool,0.0,0.30459216237068176,0.30459216237068176,1.3560718330905452,0.7374240623529195,1
qb_3427--81/81_362513.txt#0_3,short,Wolfgang amadeus mozart,1.0,2.3441825968329795,0.39069709947216325,1.4780107553655475,0.77104222071732,6
bt_2892--150/150_2107251.txt#0_0,short,bruno mars,1.0,0.10709991229623483,0.035699970765411614,1.036344866084709,0.9661271993258955,3
qf_1386--60/60_3214498.txt#0_0,short,eat porridge (it’s a spoon),1.0,0.5483290072485261,0.06854112590606576,1.070944667615128,0.9380454979728462,8
wh_1046--61/61_640960.txt#0_0,short,surrey,0.0,0.3598949015076869,0.17994745075384344,1.1971544519048756,0.8488742868678155,2
qb_9573--143/143_499089.txt#0_0,short,15,1.0,0.7732120600994676,0.3866060300497338,1.4719764625299543,0.7306246655864819,2
sfq_901--24/24_504588.txt#0_1,short,fidelio,0.0,0.0670240586705404,0.022341352890180133,1.0225927899043539,0.9783897705728251,3
bb_9204--170/170_1040261.txt#0_2,short,snake,1.0,0.03944256529211998,0.03944256529211998,1.0402307518198382,0.9613251658351224,1
tc_1250--67/67_36879.txt#0_0,short,martina hingis,1.0,0.3204739167410935,0.06409478334821869,1.0661934513575464,0.9413611401730723,5
sfq_16328--35/35_1834766.txt#0_0,short,bromley,1.0,0.09671691059907062,0.04835845529953531,1.0495468035181177,0.9539063985741547,2
qz_3456--13/13_2880285.txt#0_1,short,colin,0.0,4.028110206127167,2.0140551030635834,7.493643314263213,0.27900220586589347,2
bb_1194--11/11_846390.txt#0_1,short,james Ramsay MacDonald,0.0,3.651339247822193,0.9128348119555483,2.491375112248364,0.557430547350376,4
sfq_24600--154/154_2012736.txt#0_1,short,walnut burl,1.0,1.3924155614949996,0.4641385204983332,1.5906432918816307,0.6661161579097491,3
qg_2790--167/167_3215631.txt#0_0,short,gold,1.0,0.0038001956418156624,0.0038001956418156624,1.0038074255407161,0.9962070159635797,1
qw_1239--16/16_1074565.txt#0_2,short,new york,1.0,0.009613548347260803,0.0048067741736304015,1.0048183452450221,0.9952145938169334,2
qw_11125--81/81_1257240.txt#0_1,short,strychnine,1.0,0.11094074203853665,0.027735185509634164,1.028123386398183,0.9737409469566481,4
sfq_11236--88/88_1721040.txt#0_0,short,shark,1.0,0.9701576828956604,0.9701576828956604,2.6383604508716063,0.3790232679047478,1
qw_12653--136/136_1283549.txt#0_1,short,endometriosis,1.0,0.06460288773678258,0.016150721934195644,1.01628184982928,0.9843587000218719,4
qb_8836--4/4_176289.txt#0_1,short,tribbiani,1.0,0.11376117638428695,0.03792039212809565,1.038648544986915,0.9640862615586806,3
sfq_16447--2/2_201163.txt#0_1,short,the herald of free enterprise,1.0,0.588487368368078,0.1176974736736156,1.1249037468872485,0.9024569660243268,5
sfq_14271--117/117_152714.txt#0_1,short,kia,1.0,0.10853244364261627,0.10853244364261627,1.1146410709682695,0.8971497875377203,1
qz_2423--179/179_157731.txt#0_0,short,MARILLION,1.0,3.9271322487047655,1.3090440829015886,3.7026326101586613,0.6732247535580015,3
qb_482--134/134_278266.txt#0_0,short,brain,1.0,0.029601942747831345,0.029601942747831345,1.0300444356799576,0.9708319033245159,1
sfq_12025--58/58_1700414.txt#0_2,short,127 hours,1.0,0.006013165038893931,0.002004388346297977,1.0020063984754215,0.9980000441269601,3
qw_3080--104/104_1110125.txt#0_1,short,Burma,1.0,1.301403284072876,1.301403284072876,3.674449347682947,0.2721496217196694,1
bb_1614--48/48_867787.txt#0_1,short,norway,1.0,0.008053839954300201,0.004026919977150101,1.004035038913846,0.9959891758680701,2
qg_248--100/100_282206.txt#0_1,short,kipling,1.0,3.3265528678712144,1.1088509559570714,3.03087378536648,0.6786366019698935,3
odql_1018--140/140_2097132.txt#0_0,short,su hs4 (as a pair),0.0,7.324450734560742,1.0463501049372488,2.847240002653485,0.6771649969517733,7
sfq_21930--191/191_1362130.txt#0_0,short,the hesperides,1.0,1.692551650950918,0.4231379127377295,1.5267448390084013,0.7281423181310087,4
tc_2250--43/43_67037.txt#0_0,short,earthquake,1.0,0.4262712299823761,0.4262712299823761,1.531536117318183,0.6529392214080224,1
sfq_11235--145/145_1446453.txt#0_0,short,atatürk,0.0,0.14346729218959808,0.07173364609479904,1.0743691435331837,0.9307902851211247,2
sfq_2300--133/133_1682374.txt#0_0,short,pascal,1.0,0.007752798046567477,0.0038763990232837386,1.0038839219754916,0.9961383557756571,2
sfq_9920--21/21_331455.txt#0_0,short,grand hotel,1.0,0.08903420769638615,0.044517103848193074,1.04552285902179,0.9574021351384552,2
qg_2116--1/1_3114498.txt#0_0,short,sliced bread,1.0,0.04873101832345128,0.02436550916172564,1.0246647738154442,0.9761662731391789,2
jp_3234--33/33_1767595.txt#0_0,short,ireland,0.0,0.5562272071837242,0.2781136035918621,1.320636217705375,0.7866839921351163,2
qw_2310--122/122_2696481.txt#0_0,short,myxomatosis,1.0,0.1328492620855286,0.03321231552138215,1.033770001359702,0.968669468681653,4
sfq_7345--158/158_612044.txt#0_2,short,5,0.0,1.397133013466373,0.6985665067331865,2.0108680745681817,0.6232094275620389,2
odql_548--127/127_413228.txt#0_1,short,los angeles,1.0,0.38902924000284855,0.12967641333428284,1.1384599332612164,0.8923872281017794,3
odql_206--73/73_813141.txt#0_1,short,neptune,1.0,0.4698669033241458,0.2349334516620729,1.26482459395758,0.8124223094688527,2
sfq_5388--155/155_1723803.txt#0_0,short,m69,1.0,0.2277602408430539,0.11388012042152695,1.1206177776447552,0.8980601645656783,2
bt_1833--26/26_2841025.txt#0_0,short,lancashire,1.0,0.004740688600577414,0.002370344300288707,1.0023731557872981,0.9976339489425692,2
qz_6268--46/46_250126.txt#0_1,short,manchester,0.0,0.01754200974937703,0.008771004874688515,1.0088095828446442,0.9913052253038849,2
odql_5984--118/118_142159.txt#0_0,short,ravens,1.0,0.08685930073258419,0.043429650366292094,1.0443865195184965,0.9584030303339355,2
sfq_3072--53/53_1526395.txt#0_2,short,Yves Saint Laurent,1.0,0.43578395538497716,0.10894598884624429,1.11510212076283,0.9079240804627011,4
qb_2271--145/145_2891786.txt#0_1,short,purple,1.0,0.004701512400060892,0.004701512400060892,1.0047125818504055,0.9953095224091589,1
qw_3199--48/48_2960705.txt#0_2,short,atlantic ocean,1.0,1.5240103378246204,0.5080034459415401,1.6619696679595557,0.7352106703865452,3
sfq_13847--137/137_1778867.txt#0_1,short,helly hansen,1.0,0.8560498914507662,0.21401247286269154,1.2386381040601002,0.8408323967590734,4
sfq_1224--17/17_461209.txt#0_1,short,thomas shadwell,0.0,0.31146888522016525,0.06229377704403305,1.064274958357736,0.9464399051508432,5
qw_12099--173/173_1273928.txt#0_0,short,new zealand,1.0,0.24257679842401103,0.08085893280800367,1.0842179381982566,0.9281059704306598,3
sfq_24481--77/77_2010082.txt#0_1,short,mary quant,1.0,0.021727064158767462,0.010863532079383731,1.0109227545046238,0.9892191512679214,2
odql_12424--70/70_2829432.txt#0_0,short,tuna,1.0,0.19592343270778656,0.19592343270778656,1.216433762729154,0.8220751763387677,1
qb_404--89/89_2634070.txt#0_2,short,mallard,1.0,0.06426227069459856,0.03213113534729928,1.0326529137249902,0.9688788390326178,2
bb_1626--74/74_774368.txt#0_0,short,daniel defoe,1.0,2.4749579285617074,0.6187394821404268,1.8565863060598904,0.7701767132152963,4
