[34m[1mwandb[0m: Detected [openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
2025-11-22 11:07:54 WARNING  Recompute accuracy enabled. This does not apply to precomputed p_true!
2025-11-22 11:09:42 INFO     validation_is_true: 1.000000
2025-11-22 11:09:42 INFO     Recomputing accuracy!
2025-11-22 11:09:45 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:09:45 INFO     Recomputed accuracy!
2025-11-22 11:09:45 INFO     validation_is_true: 1.000000
2025-11-22 11:09:45 INFO     Recomputing accuracy!
2025-11-22 11:09:48 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:09:48 INFO     Recomputed accuracy!
2025-11-22 11:09:48 INFO     validation_is_true: 1.000000
2025-11-22 11:09:48 INFO     Recomputing accuracy!
2025-11-22 11:09:51 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:09:51 INFO     Recomputed accuracy!
2025-11-22 11:09:51 INFO     validation_is_true: 1.000000
2025-11-22 11:09:51 INFO     Recomputing accuracy!
2025-11-22 11:09:54 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:09:54 INFO     Recomputed accuracy!
2025-11-22 11:09:54 INFO     validation_is_true: 1.000000
2025-11-22 11:09:54 INFO     Recomputing accuracy!
2025-11-22 11:09:58 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:09:58 INFO     Recomputed accuracy!
2025-11-22 11:09:58 INFO     validation_is_true: 1.000000
2025-11-22 11:09:58 INFO     Recomputing accuracy!
2025-11-22 11:10:01 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:01 INFO     Recomputed accuracy!
2025-11-22 11:10:01 INFO     validation_is_true: 1.000000
2025-11-22 11:10:01 INFO     Recomputing accuracy!
2025-11-22 11:10:04 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:04 INFO     Recomputed accuracy!
2025-11-22 11:10:04 INFO     validation_is_true: 1.000000
2025-11-22 11:10:04 INFO     Recomputing accuracy!
2025-11-22 11:10:07 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:07 INFO     Recomputed accuracy!
2025-11-22 11:10:07 INFO     validation_is_true: 1.000000
2025-11-22 11:10:07 INFO     Recomputing accuracy!
2025-11-22 11:10:08 INFO     Recomputed accuracy!
2025-11-22 11:10:08 INFO     validation_is_true: 1.000000
2025-11-22 11:10:08 INFO     Recomputing accuracy!
2025-11-22 11:10:09 INFO     Recomputed accuracy!
2025-11-22 11:10:09 INFO     validation_is_true: 1.000000
2025-11-22 11:10:09 INFO     Recomputing accuracy!
2025-11-22 11:10:12 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:12 INFO     Recomputed accuracy!
2025-11-22 11:10:12 INFO     validation_is_true: 1.000000
2025-11-22 11:10:12 INFO     Recomputing accuracy!
2025-11-22 11:10:15 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:15 INFO     Recomputed accuracy!
2025-11-22 11:10:15 INFO     validation_is_true: 1.000000
2025-11-22 11:10:15 INFO     Recomputing accuracy!
2025-11-22 11:10:18 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:18 INFO     Recomputed accuracy!
2025-11-22 11:10:18 INFO     validation_is_true: 1.000000
2025-11-22 11:10:18 INFO     Recomputing accuracy!
2025-11-22 11:10:22 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:22 INFO     Recomputed accuracy!
2025-11-22 11:10:22 INFO     validation_is_true: 1.000000
2025-11-22 11:10:22 INFO     Recomputing accuracy!
2025-11-22 11:10:23 INFO     Recomputed accuracy!
2025-11-22 11:10:23 INFO     validation_is_true: 0.000000
2025-11-22 11:10:23 INFO     Recomputing accuracy!
2025-11-22 11:10:26 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:26 INFO     Recomputed accuracy!
2025-11-22 11:10:26 INFO     validation_is_true: 1.000000
2025-11-22 11:10:26 INFO     Recomputing accuracy!
2025-11-22 11:10:29 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:29 INFO     Recomputed accuracy!
2025-11-22 11:10:29 INFO     validation_is_true: 1.000000
2025-11-22 11:10:29 INFO     Recomputing accuracy!
2025-11-22 11:10:32 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:32 INFO     Recomputed accuracy!
2025-11-22 11:10:32 INFO     validation_is_true: 1.000000
2025-11-22 11:10:32 INFO     Recomputing accuracy!
2025-11-22 11:10:35 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:35 INFO     Recomputed accuracy!
2025-11-22 11:10:35 INFO     validation_is_true: 1.000000
2025-11-22 11:10:35 INFO     Recomputing accuracy!
2025-11-22 11:10:38 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:38 INFO     Recomputed accuracy!
2025-11-22 11:10:38 INFO     validation_is_true: 1.000000
2025-11-22 11:10:38 INFO     Recomputing accuracy!
2025-11-22 11:10:42 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:42 INFO     Recomputed accuracy!
2025-11-22 11:10:42 INFO     validation_is_true: 1.000000
2025-11-22 11:10:42 INFO     Recomputing accuracy!
2025-11-22 11:10:45 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:45 INFO     Recomputed accuracy!
2025-11-22 11:10:45 INFO     validation_is_true: 1.000000
2025-11-22 11:10:45 INFO     Recomputing accuracy!
2025-11-22 11:10:46 INFO     Recomputed accuracy!
2025-11-22 11:10:46 INFO     validation_is_true: 1.000000
2025-11-22 11:10:46 INFO     Recomputing accuracy!
2025-11-22 11:10:49 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:49 INFO     Recomputed accuracy!
2025-11-22 11:10:49 INFO     validation_is_true: 1.000000
2025-11-22 11:10:49 INFO     Recomputing accuracy!
2025-11-22 11:10:52 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:52 INFO     Recomputed accuracy!
2025-11-22 11:10:52 INFO     validation_is_true: 0.000000
2025-11-22 11:10:52 INFO     Recomputing accuracy!
2025-11-22 11:10:55 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:55 INFO     Recomputed accuracy!
2025-11-22 11:10:55 INFO     validation_is_true: 1.000000
2025-11-22 11:10:55 INFO     Recomputing accuracy!
2025-11-22 11:10:58 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:10:58 INFO     Recomputed accuracy!
2025-11-22 11:10:58 INFO     validation_is_true: 1.000000
2025-11-22 11:10:58 INFO     Recomputing accuracy!
2025-11-22 11:10:59 INFO     Recomputed accuracy!
2025-11-22 11:10:59 INFO     validation_is_true: 1.000000
2025-11-22 11:10:59 INFO     Recomputing accuracy!
2025-11-22 11:11:02 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:02 INFO     Recomputed accuracy!
2025-11-22 11:11:02 INFO     validation_is_true: 1.000000
2025-11-22 11:11:02 INFO     Recomputing accuracy!
2025-11-22 11:11:05 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:05 INFO     Recomputed accuracy!
2025-11-22 11:11:05 INFO     validation_is_true: 1.000000
2025-11-22 11:11:05 INFO     Recomputing accuracy!
2025-11-22 11:11:09 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:09 INFO     Recomputed accuracy!
2025-11-22 11:11:09 INFO     validation_is_true: 1.000000
2025-11-22 11:11:09 INFO     Recomputing accuracy!
2025-11-22 11:11:12 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:12 INFO     Recomputed accuracy!
2025-11-22 11:11:12 INFO     validation_is_true: 1.000000
2025-11-22 11:11:12 INFO     Recomputing accuracy!
2025-11-22 11:11:15 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:15 INFO     Recomputed accuracy!
2025-11-22 11:11:15 INFO     validation_is_true: 1.000000
2025-11-22 11:11:15 INFO     Recomputing accuracy!
2025-11-22 11:11:17 INFO     Recomputed accuracy!
2025-11-22 11:11:17 INFO     validation_is_true: 1.000000
2025-11-22 11:11:17 INFO     Recomputing accuracy!
2025-11-22 11:11:20 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:20 INFO     Recomputed accuracy!
2025-11-22 11:11:20 INFO     validation_is_true: 1.000000
2025-11-22 11:11:20 INFO     Recomputing accuracy!
2025-11-22 11:11:21 INFO     Recomputed accuracy!
2025-11-22 11:11:21 INFO     validation_is_true: 0.000000
2025-11-22 11:11:21 INFO     Recomputing accuracy!
2025-11-22 11:11:24 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:24 INFO     Recomputed accuracy!
2025-11-22 11:11:24 INFO     validation_is_true: 1.000000
2025-11-22 11:11:24 INFO     Recomputing accuracy!
2025-11-22 11:11:25 INFO     Recomputed accuracy!
2025-11-22 11:11:25 INFO     validation_is_true: 0.000000
2025-11-22 11:11:25 INFO     Recomputing accuracy!
2025-11-22 11:11:28 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:28 INFO     Recomputed accuracy!
2025-11-22 11:11:28 INFO     validation_is_true: 1.000000
2025-11-22 11:11:28 INFO     Recomputing accuracy!
2025-11-22 11:11:31 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:31 INFO     Recomputed accuracy!
2025-11-22 11:11:31 INFO     validation_is_true: 0.000000
2025-11-22 11:11:31 INFO     Recomputing accuracy!
2025-11-22 11:11:34 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:34 INFO     Recomputed accuracy!
2025-11-22 11:11:34 INFO     validation_is_true: 1.000000
2025-11-22 11:11:34 INFO     Recomputing accuracy!
2025-11-22 11:11:37 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:37 INFO     Recomputed accuracy!
2025-11-22 11:11:37 INFO     validation_is_true: 1.000000
2025-11-22 11:11:37 INFO     Recomputing accuracy!
2025-11-22 11:11:41 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:41 INFO     Recomputed accuracy!
2025-11-22 11:11:41 INFO     validation_is_true: 1.000000
2025-11-22 11:11:41 INFO     Recomputing accuracy!
2025-11-22 11:11:43 INFO     Recomputed accuracy!
2025-11-22 11:11:43 INFO     validation_is_true: 1.000000
2025-11-22 11:11:43 INFO     Recomputing accuracy!
2025-11-22 11:11:43 INFO     Recomputed accuracy!
2025-11-22 11:11:43 INFO     validation_is_true: 1.000000
2025-11-22 11:11:43 INFO     Recomputing accuracy!
2025-11-22 11:11:46 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:46 INFO     Recomputed accuracy!
2025-11-22 11:11:46 INFO     validation_is_true: 1.000000
2025-11-22 11:11:46 INFO     Recomputing accuracy!
2025-11-22 11:11:49 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:49 INFO     Recomputed accuracy!
2025-11-22 11:11:49 INFO     validation_is_true: 1.000000
2025-11-22 11:11:49 INFO     Recomputing accuracy!
2025-11-22 11:11:50 INFO     Recomputed accuracy!
2025-11-22 11:11:50 INFO     validation_is_true: 1.000000
2025-11-22 11:11:50 INFO     Recomputing accuracy!
2025-11-22 11:11:53 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:53 INFO     Recomputed accuracy!
2025-11-22 11:11:53 INFO     validation_is_true: 1.000000
2025-11-22 11:11:53 INFO     Recomputing accuracy!
2025-11-22 11:11:57 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:11:57 INFO     Recomputed accuracy!
2025-11-22 11:11:57 INFO     validation_is_true: 1.000000
2025-11-22 11:11:57 INFO     Recomputing accuracy!
2025-11-22 11:12:00 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:00 INFO     Recomputed accuracy!
2025-11-22 11:12:00 INFO     validation_is_true: 1.000000
2025-11-22 11:12:00 INFO     Recomputing accuracy!
2025-11-22 11:12:03 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:03 INFO     Recomputed accuracy!
2025-11-22 11:12:03 INFO     validation_is_true: 1.000000
2025-11-22 11:12:03 INFO     Recomputing accuracy!
2025-11-22 11:12:04 INFO     Recomputed accuracy!
2025-11-22 11:12:04 INFO     validation_is_true: 1.000000
2025-11-22 11:12:04 INFO     Recomputing accuracy!
2025-11-22 11:12:07 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:07 INFO     Recomputed accuracy!
2025-11-22 11:12:07 INFO     validation_is_true: 1.000000
2025-11-22 11:12:07 INFO     Recomputing accuracy!
2025-11-22 11:12:10 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:10 INFO     Recomputed accuracy!
2025-11-22 11:12:10 INFO     validation_is_true: 1.000000
2025-11-22 11:12:10 INFO     Recomputing accuracy!
2025-11-22 11:12:13 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:13 INFO     Recomputed accuracy!
2025-11-22 11:12:13 INFO     validation_is_true: 1.000000
2025-11-22 11:12:13 INFO     Recomputing accuracy!
2025-11-22 11:12:16 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:16 INFO     Recomputed accuracy!
2025-11-22 11:12:16 INFO     validation_is_true: 1.000000
2025-11-22 11:12:16 INFO     Recomputing accuracy!
2025-11-22 11:12:19 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:19 INFO     Recomputed accuracy!
2025-11-22 11:12:19 INFO     validation_is_true: 1.000000
2025-11-22 11:12:19 INFO     Recomputing accuracy!
2025-11-22 11:12:22 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:22 INFO     Recomputed accuracy!
2025-11-22 11:12:22 INFO     validation_is_true: 0.000000
2025-11-22 11:12:22 INFO     Recomputing accuracy!
2025-11-22 11:12:26 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:26 INFO     Recomputed accuracy!
2025-11-22 11:12:26 INFO     validation_is_true: 1.000000
2025-11-22 11:12:26 INFO     Recomputing accuracy!
2025-11-22 11:12:29 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:29 INFO     Recomputed accuracy!
2025-11-22 11:12:29 INFO     validation_is_true: 1.000000
2025-11-22 11:12:29 INFO     Recomputing accuracy!
2025-11-22 11:12:32 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:32 INFO     Recomputed accuracy!
2025-11-22 11:12:32 INFO     validation_is_true: 1.000000
2025-11-22 11:12:32 INFO     Recomputing accuracy!
2025-11-22 11:12:35 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:35 INFO     Recomputed accuracy!
2025-11-22 11:12:35 INFO     validation_is_true: 1.000000
2025-11-22 11:12:35 INFO     Recomputing accuracy!
2025-11-22 11:12:36 INFO     Recomputed accuracy!
2025-11-22 11:12:36 INFO     validation_is_true: 1.000000
2025-11-22 11:12:36 INFO     Recomputing accuracy!
2025-11-22 11:12:39 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:39 INFO     Recomputed accuracy!
2025-11-22 11:12:39 INFO     validation_is_true: 1.000000
2025-11-22 11:12:39 INFO     Recomputing accuracy!
2025-11-22 11:12:42 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:42 INFO     Recomputed accuracy!
2025-11-22 11:12:42 INFO     validation_is_true: 1.000000
2025-11-22 11:12:42 INFO     Recomputing accuracy!
2025-11-22 11:12:45 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:45 INFO     Recomputed accuracy!
2025-11-22 11:12:45 INFO     validation_is_true: 1.000000
2025-11-22 11:12:45 INFO     Recomputing accuracy!
2025-11-22 11:12:48 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:48 INFO     Recomputed accuracy!
2025-11-22 11:12:48 INFO     validation_is_true: 1.000000
2025-11-22 11:12:48 INFO     Recomputing accuracy!
2025-11-22 11:12:49 INFO     Recomputed accuracy!
2025-11-22 11:12:49 INFO     validation_is_true: 1.000000
2025-11-22 11:12:49 INFO     Recomputing accuracy!
2025-11-22 11:12:52 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:52 INFO     Recomputed accuracy!
2025-11-22 11:12:52 INFO     validation_is_true: 1.000000
2025-11-22 11:12:52 INFO     Recomputing accuracy!
2025-11-22 11:12:56 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:56 INFO     Recomputed accuracy!
2025-11-22 11:12:56 INFO     validation_is_true: 1.000000
2025-11-22 11:12:56 INFO     Recomputing accuracy!
2025-11-22 11:12:59 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:12:59 INFO     Recomputed accuracy!
2025-11-22 11:12:59 INFO     validation_is_true: 1.000000
2025-11-22 11:12:59 INFO     Recomputing accuracy!
2025-11-22 11:13:02 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:02 INFO     Recomputed accuracy!
2025-11-22 11:13:02 INFO     validation_is_true: 1.000000
2025-11-22 11:13:02 INFO     Recomputing accuracy!
2025-11-22 11:13:05 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:05 INFO     Recomputed accuracy!
2025-11-22 11:13:05 INFO     validation_is_true: 1.000000
2025-11-22 11:13:05 INFO     Recomputing accuracy!
2025-11-22 11:13:06 INFO     Recomputed accuracy!
2025-11-22 11:13:06 INFO     validation_is_true: 1.000000
2025-11-22 11:13:06 INFO     Recomputing accuracy!
2025-11-22 11:13:07 INFO     Recomputed accuracy!
2025-11-22 11:13:07 INFO     validation_is_true: 1.000000
2025-11-22 11:13:07 INFO     Recomputing accuracy!
2025-11-22 11:13:10 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:10 INFO     Recomputed accuracy!
2025-11-22 11:13:10 INFO     validation_is_true: 1.000000
2025-11-22 11:13:10 INFO     Recomputing accuracy!
2025-11-22 11:13:13 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:13 INFO     Recomputed accuracy!
2025-11-22 11:13:13 INFO     validation_is_true: 1.000000
2025-11-22 11:13:13 INFO     Recomputing accuracy!
2025-11-22 11:13:16 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:16 INFO     Recomputed accuracy!
2025-11-22 11:13:16 INFO     validation_is_true: 1.000000
2025-11-22 11:13:16 INFO     Recomputing accuracy!
2025-11-22 11:13:17 INFO     Recomputed accuracy!
2025-11-22 11:13:17 INFO     validation_is_true: 1.000000
2025-11-22 11:13:17 INFO     Recomputing accuracy!
2025-11-22 11:13:21 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:21 INFO     Recomputed accuracy!
2025-11-22 11:13:21 INFO     validation_is_true: 1.000000
2025-11-22 11:13:21 INFO     Recomputing accuracy!
2025-11-22 11:13:22 INFO     Recomputed accuracy!
2025-11-22 11:13:22 INFO     validation_is_true: 1.000000
2025-11-22 11:13:22 INFO     Recomputing accuracy!
2025-11-22 11:13:25 WARNING  Generation interrupted by max_token limit.
2025-11-22 11:13:25 INFO     Recomputed accuracy!
2025-11-22 11:13:25 INFO     validation_is_true: 1.000000
