[34m[1mwandb[0m: Detected [openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
2025-11-21 10:45:39 WARNING  Recompute accuracy enabled. This does not apply to precomputed p_true!
2025-11-21 10:46:08 INFO     validation_is_true: 1.000000
2025-11-21 10:46:08 INFO     Recomputing accuracy!
2025-11-21 10:46:11 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:11 INFO     Recomputed accuracy!
2025-11-21 10:46:11 INFO     validation_is_true: 1.000000
2025-11-21 10:46:11 INFO     Recomputing accuracy!
2025-11-21 10:46:15 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:15 INFO     Recomputed accuracy!
2025-11-21 10:46:15 INFO     validation_is_true: 1.000000
2025-11-21 10:46:15 INFO     Recomputing accuracy!
2025-11-21 10:46:18 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:18 INFO     Recomputed accuracy!
2025-11-21 10:46:18 INFO     validation_is_true: 1.000000
2025-11-21 10:46:18 INFO     Recomputing accuracy!
2025-11-21 10:46:21 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:21 INFO     Recomputed accuracy!
2025-11-21 10:46:21 INFO     validation_is_true: 1.000000
2025-11-21 10:46:21 INFO     Recomputing accuracy!
2025-11-21 10:46:24 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:24 INFO     Recomputed accuracy!
2025-11-21 10:46:24 INFO     validation_is_true: 0.000000
2025-11-21 10:46:24 INFO     Recomputing accuracy!
2025-11-21 10:46:27 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:27 INFO     Recomputed accuracy!
2025-11-21 10:46:27 INFO     validation_is_true: 1.000000
2025-11-21 10:46:27 INFO     Recomputing accuracy!
2025-11-21 10:46:28 INFO     Recomputed accuracy!
2025-11-21 10:46:28 INFO     validation_is_true: 1.000000
2025-11-21 10:46:28 INFO     Recomputing accuracy!
2025-11-21 10:46:31 INFO     Recomputed accuracy!
2025-11-21 10:46:31 INFO     validation_is_true: 1.000000
2025-11-21 10:46:31 INFO     Recomputing accuracy!
2025-11-21 10:46:34 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:34 INFO     Recomputed accuracy!
2025-11-21 10:46:34 INFO     validation_is_true: 1.000000
2025-11-21 10:46:34 INFO     Recomputing accuracy!
2025-11-21 10:46:38 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:38 INFO     Recomputed accuracy!
2025-11-21 10:46:38 INFO     validation_is_true: 1.000000
2025-11-21 10:46:38 INFO     Recomputing accuracy!
2025-11-21 10:46:41 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:41 INFO     Recomputed accuracy!
2025-11-21 10:46:41 INFO     validation_is_true: 1.000000
2025-11-21 10:46:41 INFO     Recomputing accuracy!
2025-11-21 10:46:44 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:44 INFO     Recomputed accuracy!
2025-11-21 10:46:44 INFO     validation_is_true: 1.000000
2025-11-21 10:46:44 INFO     Recomputing accuracy!
2025-11-21 10:46:47 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:47 INFO     Recomputed accuracy!
2025-11-21 10:46:47 INFO     validation_is_true: 1.000000
2025-11-21 10:46:47 INFO     Recomputing accuracy!
2025-11-21 10:46:50 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:50 INFO     Recomputed accuracy!
2025-11-21 10:46:50 INFO     validation_is_true: 1.000000
2025-11-21 10:46:50 INFO     Recomputing accuracy!
2025-11-21 10:46:51 INFO     Recomputed accuracy!
2025-11-21 10:46:51 INFO     validation_is_true: 1.000000
2025-11-21 10:46:51 INFO     Recomputing accuracy!
2025-11-21 10:46:52 INFO     Recomputed accuracy!
2025-11-21 10:46:52 INFO     validation_is_true: 1.000000
2025-11-21 10:46:52 INFO     Recomputing accuracy!
2025-11-21 10:46:55 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:55 INFO     Recomputed accuracy!
2025-11-21 10:46:55 INFO     validation_is_true: 1.000000
2025-11-21 10:46:55 INFO     Recomputing accuracy!
2025-11-21 10:46:59 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:46:59 INFO     Recomputed accuracy!
2025-11-21 10:46:59 INFO     validation_is_true: 1.000000
2025-11-21 10:46:59 INFO     Recomputing accuracy!
2025-11-21 10:47:02 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:02 INFO     Recomputed accuracy!
2025-11-21 10:47:02 INFO     validation_is_true: 1.000000
2025-11-21 10:47:02 INFO     Recomputing accuracy!
2025-11-21 10:47:05 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:05 INFO     Recomputed accuracy!
2025-11-21 10:47:05 INFO     validation_is_true: 1.000000
2025-11-21 10:47:05 INFO     Recomputing accuracy!
2025-11-21 10:47:08 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:08 INFO     Recomputed accuracy!
2025-11-21 10:47:08 INFO     validation_is_true: 1.000000
2025-11-21 10:47:08 INFO     Recomputing accuracy!
2025-11-21 10:47:11 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:11 INFO     Recomputed accuracy!
2025-11-21 10:47:11 INFO     validation_is_true: 1.000000
2025-11-21 10:47:11 INFO     Recomputing accuracy!
2025-11-21 10:47:14 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:14 INFO     Recomputed accuracy!
2025-11-21 10:47:14 INFO     validation_is_true: 1.000000
2025-11-21 10:47:14 INFO     Recomputing accuracy!
2025-11-21 10:47:17 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:17 INFO     Recomputed accuracy!
2025-11-21 10:47:17 INFO     validation_is_true: 1.000000
2025-11-21 10:47:17 INFO     Recomputing accuracy!
2025-11-21 10:47:21 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:21 INFO     Recomputed accuracy!
2025-11-21 10:47:21 INFO     validation_is_true: 1.000000
2025-11-21 10:47:21 INFO     Recomputing accuracy!
2025-11-21 10:47:24 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:24 INFO     Recomputed accuracy!
2025-11-21 10:47:24 INFO     validation_is_true: 1.000000
2025-11-21 10:47:24 INFO     Recomputing accuracy!
2025-11-21 10:47:25 INFO     Recomputed accuracy!
2025-11-21 10:47:25 INFO     validation_is_true: 1.000000
2025-11-21 10:47:25 INFO     Recomputing accuracy!
2025-11-21 10:47:28 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:28 INFO     Recomputed accuracy!
2025-11-21 10:47:28 INFO     validation_is_true: 1.000000
2025-11-21 10:47:28 INFO     Recomputing accuracy!
2025-11-21 10:47:31 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:31 INFO     Recomputed accuracy!
2025-11-21 10:47:31 INFO     validation_is_true: 1.000000
2025-11-21 10:47:31 INFO     Recomputing accuracy!
2025-11-21 10:47:34 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:34 INFO     Recomputed accuracy!
2025-11-21 10:47:34 INFO     validation_is_true: 1.000000
2025-11-21 10:47:34 INFO     Recomputing accuracy!
2025-11-21 10:47:37 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:37 INFO     Recomputed accuracy!
2025-11-21 10:47:37 INFO     validation_is_true: 1.000000
2025-11-21 10:47:37 INFO     Recomputing accuracy!
2025-11-21 10:47:40 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:40 INFO     Recomputed accuracy!
2025-11-21 10:47:40 INFO     validation_is_true: 1.000000
2025-11-21 10:47:40 INFO     Recomputing accuracy!
2025-11-21 10:47:41 INFO     Recomputed accuracy!
2025-11-21 10:47:41 INFO     validation_is_true: 1.000000
2025-11-21 10:47:41 INFO     Recomputing accuracy!
2025-11-21 10:47:42 INFO     Recomputed accuracy!
2025-11-21 10:47:42 INFO     validation_is_true: 1.000000
2025-11-21 10:47:42 INFO     Recomputing accuracy!
2025-11-21 10:47:45 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:45 INFO     Recomputed accuracy!
2025-11-21 10:47:45 INFO     validation_is_true: 1.000000
2025-11-21 10:47:45 INFO     Recomputing accuracy!
2025-11-21 10:47:47 INFO     Recomputed accuracy!
2025-11-21 10:47:47 INFO     validation_is_true: 1.000000
2025-11-21 10:47:47 INFO     Recomputing accuracy!
2025-11-21 10:47:49 INFO     Recomputed accuracy!
2025-11-21 10:47:49 INFO     validation_is_true: 1.000000
2025-11-21 10:47:49 INFO     Recomputing accuracy!
2025-11-21 10:47:52 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:52 INFO     Recomputed accuracy!
2025-11-21 10:47:52 INFO     validation_is_true: 1.000000
2025-11-21 10:47:52 INFO     Recomputing accuracy!
2025-11-21 10:47:55 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:55 INFO     Recomputed accuracy!
2025-11-21 10:47:55 INFO     validation_is_true: 1.000000
2025-11-21 10:47:55 INFO     Recomputing accuracy!
2025-11-21 10:47:58 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:47:58 INFO     Recomputed accuracy!
2025-11-21 10:47:58 INFO     validation_is_true: 1.000000
2025-11-21 10:47:58 INFO     Recomputing accuracy!
2025-11-21 10:48:01 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:01 INFO     Recomputed accuracy!
2025-11-21 10:48:01 INFO     validation_is_true: 1.000000
2025-11-21 10:48:01 INFO     Recomputing accuracy!
2025-11-21 10:48:04 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:04 INFO     Recomputed accuracy!
2025-11-21 10:48:04 INFO     validation_is_true: 1.000000
2025-11-21 10:48:04 INFO     Recomputing accuracy!
2025-11-21 10:48:08 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:08 INFO     Recomputed accuracy!
2025-11-21 10:48:08 INFO     validation_is_true: 1.000000
2025-11-21 10:48:08 INFO     Recomputing accuracy!
2025-11-21 10:48:11 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:11 INFO     Recomputed accuracy!
2025-11-21 10:48:11 INFO     validation_is_true: 1.000000
2025-11-21 10:48:11 INFO     Recomputing accuracy!
2025-11-21 10:48:14 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:14 INFO     Recomputed accuracy!
2025-11-21 10:48:14 INFO     validation_is_true: 1.000000
2025-11-21 10:48:14 INFO     Recomputing accuracy!
2025-11-21 10:48:17 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:17 INFO     Recomputed accuracy!
2025-11-21 10:48:17 INFO     validation_is_true: 1.000000
2025-11-21 10:48:17 INFO     Recomputing accuracy!
2025-11-21 10:48:20 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:20 INFO     Recomputed accuracy!
2025-11-21 10:48:20 INFO     validation_is_true: 1.000000
2025-11-21 10:48:20 INFO     Recomputing accuracy!
2025-11-21 10:48:23 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:23 INFO     Recomputed accuracy!
2025-11-21 10:48:23 INFO     validation_is_true: 1.000000
2025-11-21 10:48:23 INFO     Recomputing accuracy!
2025-11-21 10:48:26 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:26 INFO     Recomputed accuracy!
2025-11-21 10:48:26 INFO     validation_is_true: 1.000000
2025-11-21 10:48:26 INFO     Recomputing accuracy!
2025-11-21 10:48:29 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:29 INFO     Recomputed accuracy!
2025-11-21 10:48:29 INFO     validation_is_true: 1.000000
2025-11-21 10:48:29 INFO     Recomputing accuracy!
2025-11-21 10:48:33 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:33 INFO     Recomputed accuracy!
2025-11-21 10:48:33 INFO     validation_is_true: 1.000000
2025-11-21 10:48:33 INFO     Recomputing accuracy!
2025-11-21 10:48:36 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:36 INFO     Recomputed accuracy!
2025-11-21 10:48:36 INFO     validation_is_true: 1.000000
2025-11-21 10:48:36 INFO     Recomputing accuracy!
2025-11-21 10:48:39 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:39 INFO     Recomputed accuracy!
2025-11-21 10:48:39 INFO     validation_is_true: 1.000000
2025-11-21 10:48:39 INFO     Recomputing accuracy!
2025-11-21 10:48:42 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:42 INFO     Recomputed accuracy!
2025-11-21 10:48:42 INFO     validation_is_true: 1.000000
2025-11-21 10:48:42 INFO     Recomputing accuracy!
2025-11-21 10:48:45 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:45 INFO     Recomputed accuracy!
2025-11-21 10:48:45 INFO     validation_is_true: 1.000000
2025-11-21 10:48:45 INFO     Recomputing accuracy!
2025-11-21 10:48:48 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:48 INFO     Recomputed accuracy!
2025-11-21 10:48:48 INFO     validation_is_true: 1.000000
2025-11-21 10:48:48 INFO     Recomputing accuracy!
2025-11-21 10:48:51 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:51 INFO     Recomputed accuracy!
2025-11-21 10:48:51 INFO     validation_is_true: 1.000000
2025-11-21 10:48:51 INFO     Recomputing accuracy!
2025-11-21 10:48:54 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:54 INFO     Recomputed accuracy!
2025-11-21 10:48:54 INFO     validation_is_true: 1.000000
2025-11-21 10:48:54 INFO     Recomputing accuracy!
2025-11-21 10:48:58 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:48:58 INFO     Recomputed accuracy!
2025-11-21 10:48:58 INFO     validation_is_true: 1.000000
2025-11-21 10:48:58 INFO     Recomputing accuracy!
2025-11-21 10:49:00 INFO     Recomputed accuracy!
2025-11-21 10:49:00 INFO     validation_is_true: 1.000000
2025-11-21 10:49:00 INFO     Recomputing accuracy!
2025-11-21 10:49:04 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:04 INFO     Recomputed accuracy!
2025-11-21 10:49:04 INFO     validation_is_true: 1.000000
2025-11-21 10:49:04 INFO     Recomputing accuracy!
2025-11-21 10:49:05 INFO     Recomputed accuracy!
2025-11-21 10:49:05 INFO     validation_is_true: 1.000000
2025-11-21 10:49:05 INFO     Recomputing accuracy!
2025-11-21 10:49:08 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:08 INFO     Recomputed accuracy!
2025-11-21 10:49:08 INFO     validation_is_true: 1.000000
2025-11-21 10:49:08 INFO     Recomputing accuracy!
2025-11-21 10:49:12 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:12 INFO     Recomputed accuracy!
2025-11-21 10:49:12 INFO     validation_is_true: 1.000000
2025-11-21 10:49:12 INFO     Recomputing accuracy!
2025-11-21 10:49:15 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:15 INFO     Recomputed accuracy!
2025-11-21 10:49:15 INFO     validation_is_true: 1.000000
2025-11-21 10:49:15 INFO     Recomputing accuracy!
2025-11-21 10:49:18 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:18 INFO     Recomputed accuracy!
2025-11-21 10:49:18 INFO     validation_is_true: 1.000000
2025-11-21 10:49:18 INFO     Recomputing accuracy!
2025-11-21 10:49:21 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:21 INFO     Recomputed accuracy!
2025-11-21 10:49:21 INFO     validation_is_true: 1.000000
2025-11-21 10:49:21 INFO     Recomputing accuracy!
2025-11-21 10:49:24 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:24 INFO     Recomputed accuracy!
2025-11-21 10:49:24 INFO     validation_is_true: 1.000000
2025-11-21 10:49:24 INFO     Recomputing accuracy!
2025-11-21 10:49:27 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:27 INFO     Recomputed accuracy!
2025-11-21 10:49:27 INFO     validation_is_true: 1.000000
2025-11-21 10:49:27 INFO     Recomputing accuracy!
2025-11-21 10:49:30 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:30 INFO     Recomputed accuracy!
2025-11-21 10:49:30 INFO     validation_is_true: 1.000000
2025-11-21 10:49:30 INFO     Recomputing accuracy!
2025-11-21 10:49:34 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:34 INFO     Recomputed accuracy!
2025-11-21 10:49:34 INFO     validation_is_true: 1.000000
2025-11-21 10:49:34 INFO     Recomputing accuracy!
2025-11-21 10:49:35 INFO     Recomputed accuracy!
2025-11-21 10:49:35 INFO     validation_is_true: 1.000000
2025-11-21 10:49:35 INFO     Recomputing accuracy!
2025-11-21 10:49:36 INFO     Recomputed accuracy!
2025-11-21 10:49:36 INFO     validation_is_true: 1.000000
2025-11-21 10:49:36 INFO     Recomputing accuracy!
2025-11-21 10:49:39 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:39 INFO     Recomputed accuracy!
2025-11-21 10:49:39 INFO     validation_is_true: 1.000000
2025-11-21 10:49:39 INFO     Recomputing accuracy!
2025-11-21 10:49:42 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:42 INFO     Recomputed accuracy!
2025-11-21 10:49:42 INFO     validation_is_true: 1.000000
2025-11-21 10:49:42 INFO     Recomputing accuracy!
2025-11-21 10:49:43 INFO     Recomputed accuracy!
2025-11-21 10:49:43 INFO     validation_is_true: 1.000000
2025-11-21 10:49:43 INFO     Recomputing accuracy!
2025-11-21 10:49:46 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:46 INFO     Recomputed accuracy!
2025-11-21 10:49:46 INFO     validation_is_true: 1.000000
2025-11-21 10:49:46 INFO     Recomputing accuracy!
2025-11-21 10:49:49 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:49 INFO     Recomputed accuracy!
2025-11-21 10:49:49 INFO     validation_is_true: 1.000000
2025-11-21 10:49:49 INFO     Recomputing accuracy!
2025-11-21 10:49:53 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:53 INFO     Recomputed accuracy!
2025-11-21 10:49:53 INFO     validation_is_true: 1.000000
2025-11-21 10:49:53 INFO     Recomputing accuracy!
2025-11-21 10:49:54 INFO     Recomputed accuracy!
2025-11-21 10:49:54 INFO     validation_is_true: 1.000000
2025-11-21 10:49:54 INFO     Recomputing accuracy!
2025-11-21 10:49:57 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:49:57 INFO     Recomputed accuracy!
2025-11-21 10:49:57 INFO     validation_is_true: 1.000000
2025-11-21 10:49:57 INFO     Recomputing accuracy!
2025-11-21 10:50:00 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:00 INFO     Recomputed accuracy!
2025-11-21 10:50:00 INFO     validation_is_true: 1.000000
2025-11-21 10:50:00 INFO     Recomputing accuracy!
2025-11-21 10:50:03 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:03 INFO     Recomputed accuracy!
2025-11-21 10:50:03 INFO     validation_is_true: 1.000000
2025-11-21 10:50:03 INFO     Recomputing accuracy!
2025-11-21 10:50:06 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:06 INFO     Recomputed accuracy!
2025-11-21 10:50:06 INFO     validation_is_true: 1.000000
2025-11-21 10:50:06 INFO     Recomputing accuracy!
2025-11-21 10:50:09 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:09 INFO     Recomputed accuracy!
2025-11-21 10:50:09 INFO     validation_is_true: 1.000000
2025-11-21 10:50:09 INFO     Recomputing accuracy!
2025-11-21 10:50:12 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:12 INFO     Recomputed accuracy!
2025-11-21 10:50:12 INFO     validation_is_true: 1.000000
2025-11-21 10:50:12 INFO     Recomputing accuracy!
2025-11-21 10:50:16 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:16 INFO     Recomputed accuracy!
2025-11-21 10:50:16 INFO     validation_is_true: 1.000000
2025-11-21 10:50:16 INFO     Recomputing accuracy!
2025-11-21 10:50:19 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:19 INFO     Recomputed accuracy!
2025-11-21 10:50:19 INFO     validation_is_true: 1.000000
2025-11-21 10:50:19 INFO     Recomputing accuracy!
2025-11-21 10:50:22 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:22 INFO     Recomputed accuracy!
2025-11-21 10:50:22 INFO     validation_is_true: 1.000000
2025-11-21 10:50:22 INFO     Recomputing accuracy!
2025-11-21 10:50:25 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:25 INFO     Recomputed accuracy!
2025-11-21 10:50:25 INFO     validation_is_true: 1.000000
2025-11-21 10:50:25 INFO     Recomputing accuracy!
2025-11-21 10:50:28 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:28 INFO     Recomputed accuracy!
2025-11-21 10:50:28 INFO     validation_is_true: 1.000000
2025-11-21 10:50:28 INFO     Recomputing accuracy!
2025-11-21 10:50:31 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:31 INFO     Recomputed accuracy!
2025-11-21 10:50:31 INFO     validation_is_true: 1.000000
2025-11-21 10:50:31 INFO     Recomputing accuracy!
2025-11-21 10:50:34 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:34 INFO     Recomputed accuracy!
2025-11-21 10:50:34 INFO     validation_is_true: 1.000000
2025-11-21 10:50:34 INFO     Recomputing accuracy!
2025-11-21 10:50:37 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:37 INFO     Recomputed accuracy!
2025-11-21 10:50:37 INFO     validation_is_true: 1.000000
2025-11-21 10:50:37 INFO     Recomputing accuracy!
2025-11-21 10:50:41 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:41 INFO     Recomputed accuracy!
2025-11-21 10:50:41 INFO     validation_is_true: 1.000000
2025-11-21 10:50:41 INFO     Recomputing accuracy!
2025-11-21 10:50:44 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:44 INFO     Recomputed accuracy!
2025-11-21 10:50:44 INFO     validation_is_true: 1.000000
2025-11-21 10:50:44 INFO     Recomputing accuracy!
2025-11-21 10:50:47 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:47 INFO     Recomputed accuracy!
2025-11-21 10:50:47 INFO     validation_is_true: 1.000000
2025-11-21 10:50:47 INFO     Recomputing accuracy!
2025-11-21 10:50:50 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:50 INFO     Recomputed accuracy!
2025-11-21 10:50:50 INFO     validation_is_true: 1.000000
2025-11-21 10:50:50 INFO     Recomputing accuracy!
2025-11-21 10:50:53 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:53 INFO     Recomputed accuracy!
2025-11-21 10:50:53 INFO     validation_is_true: 1.000000
2025-11-21 10:50:53 INFO     Recomputing accuracy!
2025-11-21 10:50:56 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:56 INFO     Recomputed accuracy!
2025-11-21 10:50:56 INFO     validation_is_true: 1.000000
2025-11-21 10:50:56 INFO     Recomputing accuracy!
2025-11-21 10:50:59 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:50:59 INFO     Recomputed accuracy!
2025-11-21 10:50:59 INFO     validation_is_true: 1.000000
2025-11-21 10:50:59 INFO     Recomputing accuracy!
2025-11-21 10:51:00 INFO     Recomputed accuracy!
2025-11-21 10:51:00 INFO     validation_is_true: 1.000000
2025-11-21 10:51:00 INFO     Recomputing accuracy!
2025-11-21 10:51:03 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:03 INFO     Recomputed accuracy!
2025-11-21 10:51:03 INFO     validation_is_true: 1.000000
2025-11-21 10:51:03 INFO     Recomputing accuracy!
2025-11-21 10:51:07 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:07 INFO     Recomputed accuracy!
2025-11-21 10:51:07 INFO     validation_is_true: 1.000000
2025-11-21 10:51:07 INFO     Recomputing accuracy!
2025-11-21 10:51:10 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:10 INFO     Recomputed accuracy!
2025-11-21 10:51:10 INFO     validation_is_true: 1.000000
2025-11-21 10:51:10 INFO     Recomputing accuracy!
2025-11-21 10:51:13 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:13 INFO     Recomputed accuracy!
2025-11-21 10:51:13 INFO     validation_is_true: 1.000000
2025-11-21 10:51:13 INFO     Recomputing accuracy!
2025-11-21 10:51:16 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:16 INFO     Recomputed accuracy!
2025-11-21 10:51:16 INFO     validation_is_true: 1.000000
2025-11-21 10:51:16 INFO     Recomputing accuracy!
2025-11-21 10:51:19 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:19 INFO     Recomputed accuracy!
2025-11-21 10:51:19 INFO     validation_is_true: 1.000000
2025-11-21 10:51:19 INFO     Recomputing accuracy!
2025-11-21 10:51:22 WARNING  Generation interrupted by max_token limit.
2025-11-21 10:51:22 INFO     Recomputed accuracy!
